Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"1000 tonnes of 
CO2 equivalent",%,kg,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,1990 Percent Change,1991 Percent Change,1992 Percent Change,1993 Percent Change,1994 Percent Change,1995 Percent Change,1996 Percent Change,1997 Percent Change,1998 Percent Change,1999 Percent Change,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change,2017 Percent Change
124,Canada,130.42,125.44,127.29,127.25,137.17,138.97,146.07,141.82,129.17,121.88,120.31,116.89,116.42,121.34,128.67,124.87,117.22,119.67,125.53,114.86,112.05,112.79,117.41,123.89,119.84,122.45,124.97,122.67,127.33,2018,127.33,-2.37,0.003,1992,1975,1993,...,2002,1988.0,2016,1981,2002,2001,2003,2016.0,1992.0,1976,-3.8184327557123066,1.4748086734693946,-0.031424306701238316,7.795677799607064,1.3122402857767816,5.109016334460671,-2.909563907715479,-8.919757439007196,-5.64372532321746,-1.2881522809320587,-2.84265647078381,-0.40208743262896646,4.226077993471914,6.040876874896971,-2.953291365508653,-6.126371426283339,2.090087015867602,4.896799532046461,-8.499960168883934,-2.4464565558070714,0.6604194556001866,4.096107810976141,5.519121028873183,-3.2690289773185865,2.177903871829105,2.057982850142912,-1.84044170600944,3.798809814950678
140,Central African Republic,,,,,25643.2,,,,,,,,,2612.37,2614.23,2615.78,78.74,80.29,81.84,83.7,85.56,,,,,,,,,2010,85.56,...,0.02,2006,1980,1995,...,2008,1993.0,2016,2006,...,2008,...,1996.0,1995.0,1980,,,,,,,,,,,,,,0.07119971520114407,0.059290881062499544,-96.98980801137711,1.9685039370078885,1.9305019305019266,2.272727272727272,2.2222222222222214,,,,,,,,
148,Chad,,,,773.85,,,,,17877.7,16557.1,16324.6,17666.9,15633.3,14973.0,,,,,,,,,,,,,,,,2003,"14,973.00",...,1.597,2004,1989,1994,1997,2009,1994.0,2017,1990,2004,2004,2009,1996.0,1994.0,1999,,,,,,,,,-7.386856251083765,-1.4042314173375663,8.22255981769845,-11.510791366906487,-4.22367638310529,,,,,,,,,,,,,,,
152,Chile,5797.0,,,7123.8,6386.0,,,,,,6944.0,,,,,,7969.0,,,,7378.0,,,7192.0,,,6913.0,,,2016,"6,913.00",19.25,0.38,1992,1975,1994,1983,2002,1990.0,2017,1981,2005,2005,1997,1997.0,1994.0,1980,,,,-10.356832027850308,,,,,,,,,,,,,,,,,,,,,,,,
156,China,,,,,264120.0,,,,,,,,,,,500000.0,,,,,546530.0,,638600.0,,609770.0,,,,,2014,"6,09,770.00",...,0.436,1991,1981,1993,...,2002,1991.0,2016,1992,2005,2004,1996,1997.0,1993.0,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Colombia,24636.63,,,,28337.72,,,,,,33321.9,,,,34375.9,,,,,,,,,,,,,,,2004,"34,375.90",39.53,0.817,1996,1981,1995,...,2001,1993.0,2018,1998,2008,2008,...,1999.0,1995.0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Comoros,,,,,386.17,,,,,,146.86,,,,,,,,,,,,,,,,,,,2000,146.86,...,0.271,1994,1994,1994,...,2008,1994.0,2016,1995,...,2007,1994,1998.0,1994.0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Congo,,,,,117.8,,,,,,266.6,,,,,,,,,,,,,,,,,,,2000,266.60,...,0.085,2007,1983,1996,2000,2007,1994.0,2017,1998,2006,2007,2008,1999.0,1996.0,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Cook Islands,,,,,37.14,,,,,,,,,,,,,,,,,,,,,,,,,1994,37.14,...,1.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Costa Rica,184.83,,,,,,2551.3,,,,2565.13,,,,,2592.28,,,,,,,,,,,,,,2005,"2,592.28","1,302.51",0.605,1995,1975,1994,2007,2002,1991.0,2016,1992,2009,2007,1992,1998.0,1994.0,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
